0 0. 0.62888193 0.37111807 1. 0.29756358 0.7024364 
1 1. 0.26734123 0.73265874 1. 0.32899353 0.6710065 
2 1. 0.36928108 0.6307189  1. 0.5016074  0.49839255
3 1. 0.5260743 0.4739257 1. 0.680443 0.319557
4 1. 0.54356766 0.45643237 0. 0.5541739  0.44582608
5 1. 0.47028455 0.5297154  0. 0.84504485 0.15495521
6 1. 0.4295006 0.5704995 0. 0.41720146 0.5827985 
7 1. 0.3212148 0.6787852 1. 0.4231427  0.57685727
8 1. 0.27046478 0.7295353  1. 0.34991804 0.65008193
9 1. 0.35279408 0.6472059  1. 0.23199308 0.7680069 
10 0. 0.618964   0.38103598 0. 0.40415102 0.5958489 
11 1. 0.4980468  0.50195324 1. 0.44864416 0.55135584
12 1. 0.2748744 0.7251257 1. 0.384172 0.615828
13 0. 0.9060183  0.09398162 1. 0.2247235 0.7752765
14 1. 0.2930161 0.7069839 1. 0.40241712 0.5975829 
15 0. 0.89382917 0.10617086 1. 0.36619765 0.6338024 
16 1. 0.28249875 0.7175013  1. 0.29930928 0.70069075
17 1. 0.62122476 0.37877518 1. 0.2932079 0.7067921
18 1. 0.6123475  0.38765258 1. 0.47749278 0.52250725
19 1. 0.57182056 0.42817938 1. 0.31829587 0.68170416
20 1. 0.59261346 0.4073865  1. 0.66797876 0.33202124
21 1. 0.21280865 0.7871913  1. 0.46869743 0.5313026 
22 1. 0.37015453 0.62984544 0. 0.52589625 0.4741038 
23 1. 0.3054612 0.6945388 1. 0.34447908 0.6555209 
24 1. 0.18966968 0.8103303  1. 0.20461024 0.7953897 
25 1. 0.2886963 0.7113037 0. 0.86269844 0.13730158
26 1. 0.25194678 0.7480532  0. 0.85398626 0.14601378
27 1. 0.642485   0.35751492 1. 0.43038195 0.56961805
28 1. 0.2123693 0.7876307 0. 0.8609472  0.13905285
29 1. 0.4215989 0.5784011 1. 0.42623857 0.57376146
30 1. 0.53729177 0.4627083  1. 0.55746514 0.44253483
31 1. 0.38406646 0.61593354 1. 0.2546993  0.74530065
32 1. 0.2636303 0.7363698 1. 0.25800523 0.7419948 
33 1. 0.55413646 0.44586354 1. 0.25116983 0.74883014
34 1. 0.41312775 0.5868722  1. 0.2443278  0.75567216
35 0. 0.526505   0.47349507 1. 0.38444617 0.6155538 
36 1. 0.6250526  0.37494746 1. 0.2630767 0.7369233
37 0. 0.7586054  0.24139456 1. 0.36055484 0.6394452 
38 1. 0.23865128 0.7613487  1. 0.16325966 0.8367403 
39 1. 0.3819298 0.6180702 0. 0.89086825 0.10913178
40 1. 0.3452684 0.6547317 1. 0.40241712 0.5975829 
41 1. 0.26308998 0.73691005 1. 0.27473405 0.72526604
42 0. 0.9171068  0.08289317 1. 0.22690238 0.77309763
43 1. 0.26762295 0.732377   1. 0.62803864 0.37196136
44 0. 0.6628549  0.33714512 1. 0.320047 0.679953
45 0. 0.5406652  0.45933482 1. 0.3143171 0.6856829
46 1. 0.28693476 0.71306527 1. 0.49959722 0.50040275
47 1. 0.32899472 0.67100525 1. 0.33017683 0.66982317
48 1. 0.21279061 0.7872094  1. 0.25865307 0.7413469 
49 1. 0.29364833 0.70635164 1. 0.4869857  0.51301426
50 1. 0.2304854 0.7695146 1. 0.2040751  0.79592496
51 0. 0.93949586 0.06050414 0. 0.83970815 0.16029182
52 1. 0.27741912 0.72258085 1. 0.36816487 0.63183516
53 1. 0.34770006 0.65229994 1. 0.5678726  0.43212748
54 1. 0.26308998 0.73691005 1. 0.4157149 0.5842851
